combo_len,buy_pos,signal_len,buy_time,buy_price,sell_time,sell_price,hold_len,long_pnl_pct,long_win,short_pnl_pct,short_win,signal_detail,buy_type
11,4,4,2026-03-20 14:03:00,1046.88,2026-03-20 14:09:00,1045.26,6,-0.15474552957360138,False,0.15474552957360138,True,1#大阴-0.06%;2#长上影阳+0.02%;3#大阳+0.09%;4#中阳+0.04%,中阳
11,4,4,2026-03-20 14:04:00,1047.98,2026-03-20 14:10:00,1044.56,6,-0.32634210576538414,False,0.32634210576538414,True,1#长上影阳+0.02%;2#大阳+0.09%;3#中阳+0.04%;4#中阳+0.06%,大阳
11,4,4,2026-03-20 14:05:00,1046.44,2026-03-20 14:11:00,1043.68,6,-0.26375138565039474,False,0.26375138565039474,True,1#大阳+0.09%;2#中阳+0.04%;3#中阳+0.06%;4#大阳+0.10%,倒T
11,4,4,2026-03-20 14:22:00,1043.78,2026-03-20 14:28:00,1043.2,6,-0.055567265132492216,False,0.055567265132492216,True,1#大阴-0.14%;2#中阳+0.04%;3#十字星+0.00%;4#长下影阴-0.01%,长下影阴
11,4,4,2026-03-20 21:02:00,1040.94,2026-03-20 21:08:00,1037.64,6,-0.31702115395699604,False,0.31702115395699604,True,1#小阴-0.01%;2#中阳+0.02%;3#一字板+0.00%;4#大阴-0.18%,大阳
11,4,4,2026-03-20 21:03:00,1040.02,2026-03-20 21:09:00,1037.98,6,-0.19615007403703424,False,0.19615007403703424,True,1#中阳+0.02%;2#一字板+0.00%;3#大阴-0.18%;4#大阳+0.08%,大阴
11,4,4,2026-03-20 21:11:00,1036.52,2026-03-20 21:17:00,1037.06,6,0.05209740284798785,True,-0.05209740284798785,False,1#大阴-0.17%;2#长上影阳+0.05%;3#大阳+0.09%;4#小阳+0.02%,大阴
11,4,4,2026-03-20 21:22:00,1038.94,2026-03-20 21:28:00,1037.84,6,-0.10587714401217936,False,0.10587714401217936,True,1#中阴-0.04%;2#大阳+0.14%;3#小阳+0.01%;4#大阳+0.09%,大阴
11,4,4,2026-03-20 21:38:00,1036.1,2026-03-20 21:44:00,1038.06,6,0.18917092944696812,True,-0.18917092944696812,False,1#中阴-0.11%;2#小阳+0.01%;3#长下影阳+0.04%;4#大阳+0.15%,中阴
11,4,4,2026-03-20 21:43:00,1037.3,2026-03-20 21:49:00,1036.68,6,-0.05977055817987958,False,0.05977055817987958,True,1#十字星-0.00%;2#中阳+0.06%;3#长下影阳+0.02%;4#T字+0.01%,小阳
11,4,4,2026-03-20 21:44:00,1038.06,2026-03-20 21:50:00,1036.4,6,-0.15991368514342663,False,0.15991368514342663,True,1#中阳+0.06%;2#长下影阳+0.02%;3#T字+0.01%;4#小阳+0.05%,中阳
11,4,4,2026-03-20 21:45:00,1037.96,2026-03-20 21:51:00,1035.04,6,-0.28132105283441294,False,0.28132105283441294,True,1#长下影阳+0.02%;2#T字+0.01%;3#小阳+0.05%;4#中阳+0.06%,T字
11,4,4,2026-03-20 22:36:00,1022.3,2026-03-20 22:42:00,1020.82,6,-0.14477159346570523,False,0.14477159346570523,True,1#长下影阴-0.03%;2#长上影阳+0.05%;3#大阳+0.13%;4#长下影阳+0.07%,中阴
11,4,4,2026-03-20 23:31:00,1018.72,2026-03-20 23:37:00,1018.88,6,0.015705983979893215,True,-0.015705983979893215,False,1#长上影阴-0.03%;2#大阳+0.14%;3#大阳+0.14%;4#大阳+0.17%,十字星
